"sku","year","make","model","option","category","subcategory","country"
"sku1",1986,"FMC","DO10","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1986,"FMC","DO35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1987,"FMC","100K","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1987,"FMC",793,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1987,"FMC","DO 35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1987,"FMC","DO50-C100","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1987,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1988,"FMC","PSC-125 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1989,"FMC",792,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1989,"FMC",992,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1989,"FMC",993,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1989,"FMC","DO 35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1989,"FMC","DO35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1989,"FMC","DO50-C100","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1989,"FMC","PSC-125 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1989,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1990,"FMC","4300 TREE SHAKR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1990,"FMC",592,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1990,"FMC","DMI 15E200","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1990,"FMC","DO 35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1990,"FMC","DO35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"FMC",592,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"FMC",792,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"FMC",993,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"FMC","DO 35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"FMC","IDS1400","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"FMC","PSC-125 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1991,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1992,"FMC","5700 TOMATO HAR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1992,"FMC",993,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1992,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1993,"FMC","DM10 E200","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1993,"FMC","PSC-125 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1993,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1994,"FMC",993,"Base","Sprayer","Agricultural Equipment","USA"
"sku1",1994,"FMC","DO 35","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1994,"FMC","PSC-125 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1994,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1995,"FMC","4300 TREE SHAKR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1995,"FMC","5700 TOMATO HAR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1995,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1995,"FMC","SOYBEAN HARVEST","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1996,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1996,"FMC","PSC-156 TRACKED","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1997,"FMC","4300 TREE SHAKR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1997,"FMC","PSC-156 TRACKED","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1998,"FMC","4300 TREE SHAKR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",2000,"FMC","PSC-156 (PEAS)","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1981,"Fendt","231GT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1981,"Fendt","FARMER 305LS(A)","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1981,"Fendt","FARMER 310","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1982,"Fendt","F304LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"Fendt","F304LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"Fendt","FARMER 306LS(LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1984,"Fendt","FARMER 305LS(A)","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1984,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"Fendt","F304LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"Fendt","FARMER 305LS(A)","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"Fendt","FARMER 305LS(A)","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1986,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1987,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"Fendt","612LSA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"Fendt","FARMER 305LS(A)","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1990,"Fendt","FARMER 306LS(LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"Fendt","311LSA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"Fendt","FARMER 250","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"Fendt","FARMER 306LS(LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"Fendt","FARMER 308LS(LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1991,"Fendt","FARMER 310","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","240S","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","345GT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","360GT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","614LSA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","F304LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","FARMER 260","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","FARMER 308LS(LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1992,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Fendt","240S","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Fendt","311LSA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Fendt",390,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Fendt","FARMER 250","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Fendt","FARMER 305LS(A)","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Fendt","FARMER 306LS(LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1993,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","612LSA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","615LSA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","F304LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","FARMER 280","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","FARMER 308","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","FARMER 312","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","FAVORIT 824","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1994,"Fendt","FAVORIT 926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","365 GTA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","FARMER 280","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","FARMER 307","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","FARMER 308","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","FARMER 310","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","FAVORIT 512 C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","FAVORIT 822","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","XYLON 522","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1995,"Fendt","XYLON 524","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","345GT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","365 GTA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","FARMER 280","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","FARMER 304","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","FARMER 308","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","FAVORIT 824","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1996,"Fendt","XYLON 522","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","360GT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt",395,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FARMER 260","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FARMER 270","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FARMER 304","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FARMER 308","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FAVORIT 510 C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FAVORIT 512 C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1997,"Fendt","FAVORIT 818","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","365 GTA","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FARMER 304","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FARMER 307","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FARMER 308","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FARMER 308LS(LS","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FARMER 312","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FAVORIT 509 C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FAVORIT 716","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FAVORIT 822","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FAVORIT 924","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","FAVORIT 926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1998,"Fendt","XYLON 520","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","345GT","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","FARMER 270","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","FARMER 308","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","FARMER 312","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","FAVORIT 509 C","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","FAVORIT 712","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","FAVORIT 926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1999,"Fendt","XYLON 524","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt",380,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt","FARMER 270","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt","FAVORIT 712","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt","FAVORIT 818","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt","FAVORIT 824","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt","FAVORIT 920","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2000,"Fendt","FAVORIT 926","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Fendt",395,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Fendt","FARMER 307","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Fendt","FARMER 308","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Fendt","FAVORIT 818","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Fendt","FAVORIT 822","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2001,"Fendt","FAVORIT 924","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Fendt",370,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Fendt","FARMER 307","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Fendt","FARMER 309","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Fendt","FARMER 311","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Fendt","FARMER 312","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Fendt","FAVORIT 711","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2002,"Fendt","FAVORIT 924","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"Fendt",380,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"Fendt","FARMER 250","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"Fendt","FARMER 409","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"Fendt","FARMER 410","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"Fendt","FAVORIT 822","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"Fendt","FAVORIT 920","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2003,"Fendt","XYLON 524","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"Fendt","206 & 207 2WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"Fendt","208 & 209 2WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"Fendt","208 & 209 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2005,"Fendt","VARIO 818 & 820","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2007,"Fendt","208 & 209 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2008,"Fendt","206 & 207 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"Fendt","206 & 207 2WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"Fendt","206 & 207 4WD","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",2009,"Fendt","VARIO 818 & 820","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1981,"Fimco","LG-300-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1981,"Fimco","LG26-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1981,"Fimco","LG30-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1983,"Fimco","LG26-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1985,"Fimco","LG26-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1986,"Fimco","LG-300-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1987,"Fimco","LG26-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1987,"Fimco","LG30-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1989,"Fimco","LG-300-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"Fimco","LG-300-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1991,"Fimco","LG26-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1992,"Fimco","LG26-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1993,"Fimco","LG-300-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1993,"Fimco","LG30-4R","Base","Sprayer","Agricultural Equipment","USA"
"sku1",1981,"Ford New Holland",7610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1982,"Ford New Holland",5810,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1982,"Ford New Holland",7610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1982,"Ford New Holland",8210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"Ford New Holland",4610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"Ford New Holland",6610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"Ford New Holland",7610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1983,"Ford New Holland","TW15","Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1984,"Ford New Holland",5810,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1984,"Ford New Holland",7610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"Ford New Holland",4610,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1985,"Ford New Holland",8210,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1987,"Ford New Holland",2910,"Base","Agricultural Tractor","Agricultural Equipment","USA"
"sku1",1987,"Fox Brady",6460,"Base","Combine","Agricultural Equipment","USA"
"sku1",1988,"Fox Brady",6460,"Base","Combine","Agricultural Equipment","USA"
"sku1",1989,"Fox Brady",6660,"Base","Combine","Agricultural Equipment","USA"
"sku1",1992,"Fox Brady",6860,"Base","Combine","Agricultural Equipment","USA"
"sku1",1978,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1979,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1980,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1980,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1981,"Freeman","SELF-PROPELLED","Base","Baler","Agricultural Equipment","USA"
"sku1",1982,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1982,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1982,"Freeman","SELF-PROPELLED","Base","Baler","Agricultural Equipment","USA"
"sku1",1983,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1983,"Freeman","270PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1983,"Freeman","330PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1983,"Freeman","330SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1983,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1983,"Freeman","SELF-PROPELLED","Base","Baler","Agricultural Equipment","USA"
"sku1",1984,"Freeman","270SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1984,"Freeman","330PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1984,"Freeman","330SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1984,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1984,"Freeman","SELF-PROPELLED","Base","Baler","Agricultural Equipment","USA"
"sku1",1985,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1985,"Freeman","330SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1985,"Freeman","370PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1986,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1986,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1986,"Freeman","270PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1986,"Freeman","370PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1987,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1988,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1988,"Freeman","270PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1988,"Freeman","370SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1989,"Freeman","330PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1989,"Freeman","370SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1990,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1990,"Freeman","370PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1991,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1991,"Freeman","200SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1991,"Freeman","330SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1991,"Freeman","370SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1992,"Freeman","270SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1993,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1993,"Freeman","330PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1993,"Freeman","370SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1994,"Freeman","270PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1994,"Freeman","270SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1994,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1995,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1995,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1996,"Freeman","270SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1996,"Freeman","330SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1997,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1997,"Freeman","200SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1997,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1997,"Freeman","330SP","Base","Baler","Agricultural Equipment","USA"
"sku1",1998,"Freeman","200PB","Base","Baler","Agricultural Equipment","USA"
"sku1",1998,"Freeman","370 SELF-PROPELLED","Base","Baler","Agricultural Equipment","USA"
"sku1",1999,"Freeman","370 SELF-PROPELLED","Base","Baler","Agricultural Equipment","USA"
"sku1",1999,"Freeman","6000 BALE WAGON","Base","Baler","Agricultural Equipment","USA"
"sku1",2001,"Freeman","1390 IN-LINE","Base","Baler","Agricultural Equipment","USA"
"sku1",2001,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",2001,"Freeman","370 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",2001,"Freeman","370 SELF-PROPELLED","Base","Baler","Agricultural Equipment","USA"
"sku1",2001,"Freeman","5400 ROADSIDER","Base","Baler","Agricultural Equipment","USA"
"sku1",2003,"Freeman","270 PULL TYPE","Base","Baler","Agricultural Equipment","USA"
"sku1",1981,"Friday","PURNING TOWER","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1982,"Friday","HOEING EQUIPMNT","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1983,"Friday","HOEING EQUIPMNT","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1986,"Friday","CHERRY HARVESTR","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
"sku1",1987,"Friday","HOEING EQUIPMNT","Base","Other Agricultural Equipment","Agricultural Equipment","USA"
