"sku","section_width","aspect_ratio","diameter","tire_type","""sku"",""section_width"",""aspect_ratio"",""diameter"",""tire_type"""
"S2000085",195,55,15,1,"""S2000085"",""195"",""55"",""15"",""1"""
"S2000068",195,60,15,1,"""S2000068"",""195"",""60"",""15"",""1"""
"S2000069",195,65,15,1,"""S2000069"",""195"",""65"",""15"",""1"""
"S2000070",205,60,15,1,"""S2000070"",""205"",""60"",""15"",""1"""
"S2000077",205,65,15,1,"""S2000077"",""205"",""65"",""15"",""1"""
"S2000073",215,60,15,1,"""S2000073"",""215"",""60"",""15"",""1"""
"S2000081",215,65,15,1,"""S2000081"",""215"",""65"",""15"",""1"""
"S2000090",205,50,16,1,"""S2000090"",""205"",""50"",""16"",""1"""
"S2000065",205,55,16,1,"""S2000065"",""205"",""55"",""16"",""1"""
"S2000067",205,60,16,1,"""S2000067"",""205"",""60"",""16"",""1"""
"S2000084",215,55,16,1,"""S2000084"",""215"",""55"",""16"",""1"""
"S2000066",215,60,16,1,"""S2000066"",""215"",""60"",""16"",""1"""
"S2000091",225,50,16,1,"""S2000091"",""225"",""50"",""16"",""1"""
"S2000071",225,55,16,1,"""S2000071"",""225"",""55"",""16"",""1"""
"S2000072",225,60,16,1,"""S2000072"",""225"",""60"",""16"",""1"""
"S2000092",245,50,16,1,"""S2000092"",""245"",""50"",""16"",""1"""
"S2000047",215,85,16,1,"""S2000047"",""215"",""85"",""16"",""1"""
"S2000057",225,75,16,1,"""S2000057"",""225"",""75"",""16"",""1"""
"S2000060",235,85,16,1,"""S2000060"",""235"",""85"",""16"",""1"""
"S2000054",245,75,16,1,"""S2000054"",""245"",""75"",""16"",""1"""
"S2000048",265,75,16,1,"""S2000048"",""265"",""75"",""16"",""1"""
"S2000055",265,70,17,1,"""S2000055"",""265"",""70"",""17"",""1"""
"S2000049",31,10.5,15,1,"""S2000049"",""31"",""10.5"",""15"",""1"""
"S2000052",235,75,15,1,"""S2000052"",""235"",""75"",""15"",""1"""
"S2000050",225,70,16,1,"""S2000050"",""225"",""70"",""16"",""1"""
"S2000051",235,70,16,1,"""S2000051"",""235"",""70"",""16"",""1"""
"S2000053",245,70,16,1,"""S2000053"",""245"",""70"",""16"",""1"""
"S2000058",255,70,16,1,"""S2000058"",""255"",""70"",""16"",""1"""
"S2000062",265,70,16,1,"""S2000062"",""265"",""70"",""16"",""1"""
"S2000063",265,75,16,1,"""S2000063"",""265"",""75"",""16"",""1"""
"S2000061",235,65,17,1,"""S2000061"",""235"",""65"",""17"",""1"""
"S2000064",245,65,17,1,"""S2000064"",""245"",""65"",""17"",""1"""
"S2000059",245,70,17,1,"""S2000059"",""245"",""70"",""17"",""1"""
"S2000056",265,70,17,1,"""S2000056"",""265"",""70"",""17"",""1"""
24870001,205,40,17,1,"""24870001"",""205"",""40"",""17"",""1"""
24875001,215,40,17,1,"""24875001"",""215"",""40"",""17"",""1"""
24975002,215,45,17,1,"""24975002"",""215"",""45"",""17"",""1"""
24977001,225,45,17,1,"""24977001"",""225"",""45"",""17"",""1"""
24880001,235,40,17,1,"""24880001"",""235"",""40"",""17"",""1"""
24980001,235,45,17,1,"""24980001"",""235"",""45"",""17"",""1"""
24982001,245,45,17,1,"""24982001"",""245"",""45"",""17"",""1"""
24885001,255,40,17,1,"""24885001"",""255"",""40"",""17"",""1"""
24985001,255,45,17,1,"""24985001"",""255"",""45"",""17"",""1"""
24435009,195,55,15,1,"""24435009"",""195"",""55"",""15"",""1"""
24945003,205,45,16,1,"""24945003"",""205"",""45"",""16"",""1"""
24947002,205,45,17,1,"""24947002"",""205"",""45"",""17"",""1"""
24385001,205,50,17,1,"""24385001"",""205"",""50"",""17"",""1"""
24030001,215,35,18,1,"""24030001"",""215"",""35"",""18"",""1"""
24888001,215,40,18,1,"""24888001"",""215"",""40"",""18"",""1"""
24050001,225,35,18,1,"""24050001"",""225"",""35"",""18"",""1"""
24077001,225,40,18,1,"""24077001"",""225"",""40"",""18"",""1"""
24990001,225,45,18,1,"""24990001"",""225"",""45"",""18"",""1"""
24080001,235,40,18,1,"""24080001"",""235"",""40"",""18"",""1"""
24082001,245,40,18,1,"""24082001"",""245"",""40"",""18"",""1"""
24995001,245,45,18,1,"""24995001"",""245"",""45"",""18"",""1"""
24065001,255,35,20,1,"""24065001"",""255"",""35"",""20"",""1"""
"HP10202",205,55,16,1,"""HP10202"",""205"",""55"",""16"",""1"""
"HP10204",215,45,17,1,"""HP10204"",""215"",""45"",""17"",""1"""
"HP10206",225,45,17,1,"""HP10206"",""225"",""45"",""17"",""1"""
"HP10208",235,45,17,1,"""HP10208"",""235"",""45"",""17"",""1"""
"HP10201",205,40,17,1,"""HP10201"",""205"",""40"",""17"",""1"""
"HP10210",245,45,18,1,"""HP10210"",""245"",""45"",""18"",""1"""
"HP10205",225,40,18,1,"""HP10205"",""225"",""40"",""18"",""1"""
"HP10207",235,40,18,1,"""HP10207"",""235"",""40"",""18"",""1"""
"HP10203",215,35,18,1,"""HP10203"",""215"",""35"",""18"",""1"""
"HP10209",245,35,20,1,"""HP10209"",""245"",""35"",""20"",""1"""
"HP10211",255,35,20,1,"""HP10211"",""255"",""35"",""20"",""1"""
"HP10301",185,55,15,1,"""HP10301"",""185"",""55"",""15"",""1"""
"HP10302",195,50,15,1,"""HP10302"",""195"",""50"",""15"",""1"""
"HP10303",205,50,15,1,"""HP10303"",""205"",""50"",""15"",""1"""
"HP10304",195,50,16,1,"""HP10304"",""195"",""50"",""16"",""1"""
"HP10305",205,50,16,1,"""HP10305"",""205"",""50"",""16"",""1"""
"HP10306",225,50,16,1,"""HP10306"",""225"",""50"",""16"",""1"""
"HP10307",225,50,17,1,"""HP10307"",""225"",""50"",""17"",""1"""
"HP10308",205,45,17,1,"""HP10308"",""205"",""45"",""17"",""1"""
"HP10309",245,45,17,1,"""HP10309"",""245"",""45"",""17"",""1"""
"HP10311",215,40,17,1,"""HP10311"",""215"",""40"",""17"",""1"""
"HP10312",245,40,17,1,"""HP10312"",""245"",""40"",""17"",""1"""
"HP10313",255,40,17,1,"""HP10313"",""255"",""40"",""17"",""1"""
"HP10310",225,45,18,1,"""HP10310"",""225"",""45"",""18"",""1"""
"HP10314",245,40,18,1,"""HP10314"",""245"",""40"",""18"",""1"""
"HP10315",265,35,18,1,"""HP10315"",""265"",""35"",""18"",""1"""
"ZT10106",185,70,14,1,"""ZT10106"",""185"",""70"",""14"",""1"""
"ZT10103",195,70,14,1,"""ZT10103"",""195"",""70"",""14"",""1"""
"ZT10101",185,60,14,1,"""ZT10101"",""185"",""60"",""14"",""1"""
"ZT10102",185,65,15,1,"""ZT10102"",""185"",""65"",""15"",""1"""
"ZT10104",205,65,15,1,"""ZT10104"",""205"",""65"",""15"",""1"""
"ZT10105",225,60,16,1,"""ZT10105"",""225"",""60"",""16"",""1"""
"ZT10201",175,70,14,1,"""ZT10201"",""175"",""70"",""14"",""1"""
"ZT10204",175,65,14,1,"""ZT10204"",""175"",""65"",""14"",""1"""
"ZT10205",185,65,14,1,"""ZT10205"",""185"",""65"",""14"",""1"""
"ZT10208",195,60,14,1,"""ZT10208"",""195"",""60"",""14"",""1"""
"ZT10202",205,70,15,1,"""ZT10202"",""205"",""70"",""15"",""1"""
"ZT10203",215,70,15,1,"""ZT10203"",""215"",""70"",""15"",""1"""
"ZT10206",195,65,15,1,"""ZT10206"",""195"",""65"",""15"",""1"""
"ZT10207",215,65,16,1,"""ZT10207"",""215"",""65"",""16"",""1"""
"ZT10209",185,60,15,1,"""ZT10209"",""185"",""60"",""15"",""1"""
"ZT10210",195,60,15,1,"""ZT10210"",""195"",""60"",""15"",""1"""
"ZT10211",215,60,15,1,"""ZT10211"",""215"",""60"",""15"",""1"""
"ZT10215",195,55,15,1,"""ZT10215"",""195"",""55"",""15"",""1"""
"ZT10212",205,60,16,1,"""ZT10212"",""205"",""60"",""16"",""1"""
"ZT10213",215,60,16,1,"""ZT10213"",""215"",""60"",""16"",""1"""
"ZT10214",235,60,16,1,"""ZT10214"",""235"",""60"",""16"",""1"""
"ZT10216",215,55,16,1,"""ZT10216"",""215"",""55"",""16"",""1"""
"ZT10217",225,55,16,1,"""ZT10217"",""225"",""55"",""16"",""1"""
"ZT10218",215,55,17,1,"""ZT10218"",""215"",""55"",""17"",""1"""
"ZT10219",225,55,17,1,"""ZT10219"",""225"",""55"",""17"",""1"""
26937,205,55,15,1,"""26937"",""205"",""55"",""15"",""1"""
27090,195,50,15,1,"""27090"",""195"",""50"",""15"",""1"""
27124,205,50,15,1,"""27124"",""205"",""50"",""15"",""1"""
25832,225,60,16,1,"""25832"",""225"",""60"",""16"",""1"""
26971,205,55,16,1,"""26971"",""205"",""55"",""16"",""1"""
27039,225,55,16,1,"""27039"",""225"",""55"",""16"",""1"""
27158,205,50,16,1,"""27158"",""205"",""50"",""16"",""1"""
27209,225,50,16,1,"""27209"",""225"",""50"",""16"",""1"""
27260,245,50,16,1,"""27260"",""245"",""50"",""16"",""1"""
27311,205,45,16,1,"""27311"",""205"",""45"",""16"",""1"""
27328,245,45,16,1,"""27328"",""245"",""45"",""16"",""1"""
70967,215,50,17,1,"""70967"",""215"",""50"",""17"",""1"""
27277,255,50,17,1,"""27277"",""255"",""50"",""17"",""1"""
27345,215,45,17,1,"""27345"",""215"",""45"",""17"",""1"""
27362,225,45,17,1,"""27362"",""225"",""45"",""17"",""1"""
27396,235,45,17,1,"""27396"",""235"",""45"",""17"",""1"""
27447,245,45,17,1,"""27447"",""245"",""45"",""17"",""1"""
27515,255,45,17,1,"""27515"",""255"",""45"",""17"",""1"""
70950,205,40,17,1,"""70950"",""205"",""40"",""17"",""1"""
27566,215,40,17,1,"""27566"",""215"",""40"",""17"",""1"""
27583,235,40,17,1,"""27583"",""235"",""40"",""17"",""1"""
27617,245,40,17,1,"""27617"",""245"",""40"",""17"",""1"""
27668,255,40,17,1,"""27668"",""255"",""40"",""17"",""1"""
27719,275,40,17,1,"""27719"",""275"",""40"",""17"",""1"""
28127,285,60,18,1,"""28127"",""285"",""60"",""18"",""1"""
27787,225,40,18,1,"""27787"",""225"",""40"",""18"",""1"""
27872,235,40,18,1,"""27872"",""235"",""40"",""18"",""1"""
27889,245,40,18,1,"""27889"",""245"",""40"",""18"",""1"""
27957,215,35,18,1,"""27957"",""215"",""35"",""18"",""1"""
28042,265,35,18,1,"""28042"",""265"",""35"",""18"",""1"""
28246,225,35,19,1,"""28246"",""225"",""35"",""19"",""1"""
28331,235,35,19,1,"""28331"",""235"",""35"",""19"",""1"""
28280,245,35,19,1,"""28280"",""245"",""35"",""19"",""1"""
28059,275,30,19,1,"""28059"",""275"",""30"",""19"",""1"""
28212,275,55,20,1,"""28212"",""275"",""55"",""20"",""1"""
28195,275,45,20,1,"""28195"",""275"",""45"",""20"",""1"""
52777,265,50,20,1,"""52777"",""265"",""50"",""20"",""1"""
28076,255,35,20,1,"""28076"",""255"",""35"",""20"",""1"""
82765,215,60,16,1,"""82765"",""215"",""60"",""16"",""1"""
82731,195,55,15,1,"""82731"",""195"",""55"",""15"",""1"""
81779,205,55,16,1,"""81779"",""205"",""55"",""16"",""1"""
82714,205,50,16,1,"""82714"",""205"",""50"",""16"",""1"""
82748,225,50,16,1,"""82748"",""225"",""50"",""16"",""1"""
82663,215,55,17,1,"""82663"",""215"",""55"",""17"",""1"""
82697,225,55,17,1,"""82697"",""225"",""55"",""17"",""1"""
82680,215,50,17,1,"""82680"",""215"",""50"",""17"",""1"""
41710,185,65,15,1,"""41710"",""185"",""65"",""15"",""1"""
41727,195,65,15,1,"""41727"",""195"",""65"",""15"",""1"""
41744,205,65,15,1,"""41744"",""205"",""65"",""15"",""1"""
41761,215,65,15,1,"""41761"",""215"",""65"",""15"",""1"""
41778,185,60,14,1,"""41778"",""185"",""60"",""14"",""1"""
41795,195,60,14,1,"""41795"",""195"",""60"",""14"",""1"""
41812,195,60,15,1,"""41812"",""195"",""60"",""15"",""1"""
41829,205,60,15,1,"""41829"",""205"",""60"",""15"",""1"""
41846,215,60,15,1,"""41846"",""215"",""60"",""15"",""1"""
41863,225,60,15,1,"""41863"",""225"",""60"",""15"",""1"""
41880,205,60,16,1,"""41880"",""205"",""60"",""16"",""1"""
41897,215,60,16,1,"""41897"",""215"",""60"",""16"",""1"""
41914,225,60,16,1,"""41914"",""225"",""60"",""16"",""1"""
41965,205,55,16,1,"""41965"",""205"",""55"",""16"",""1"""
41982,215,55,16,1,"""41982"",""215"",""55"",""16"",""1"""
41999,225,55,16,1,"""41999"",""225"",""55"",""16"",""1"""
42050,205,50,16,1,"""42050"",""205"",""50"",""16"",""1"""
42067,225,50,16,1,"""42067"",""225"",""50"",""16"",""1"""
42101,215,50,17,1,"""42101"",""215"",""50"",""17"",""1"""
42118,215,45,17,1,"""42118"",""215"",""45"",""17"",""1"""
42135,225,45,17,1,"""42135"",""225"",""45"",""17"",""1"""
42152,235,45,17,1,"""42152"",""235"",""45"",""17"",""1"""
42169,245,45,17,1,"""42169"",""245"",""45"",""17"",""1"""
70984,205,40,17,1,"""70984"",""205"",""40"",""17"",""1"""
82969,225,70,16,1,"""82969"",""225"",""70"",""16"",""1"""
82935,235,70,16,1,"""82935"",""235"",""70"",""16"",""1"""
66275,245,70,16,1,"""66275"",""245"",""70"",""16"",""1"""
82952,255,70,16,1,"""82952"",""255"",""70"",""16"",""1"""
66292,265,70,16,1,"""66292"",""265"",""70"",""16"",""1"""
66326,265,70,17,1,"""66326"",""265"",""70"",""17"",""1"""
82986,235,65,17,1,"""82986"",""235"",""65"",""17"",""1"""
54970,245,65,17,1,"""54970"",""245"",""65"",""17"",""1"""
66343,265,65,17,1,"""66343"",""265"",""65"",""17"",""1"""
66360,275,65,18,1,"""66360"",""275"",""65"",""18"",""1"""
55004,285,60,18,1,"""55004"",""285"",""60"",""18"",""1"""
55021,275,60,20,1,"""55021"",""275"",""60"",""20"",""1"""
82918,275,55,20,1,"""82918"",""275"",""55"",""20"",""1"""
200258,315,75,16,1,"""200258"",""315"",""75"",""16"",""1"""
200241,265,75,16,1,"""200241"",""265"",""75"",""16"",""1"""
224116,245,70,17,1,"""224116"",""245"",""70"",""17"",""1"""
211903,315,70,17,1,"""211903"",""315"",""70"",""17"",""1"""
200292,325,65,18,1,"""200292"",""325"",""65"",""18"",""1"""
200309,325,60,18,1,"""200309"",""325"",""60"",""18"",""1"""
"T427907",205,70,15,1,"""T427907"",""205"",""70"",""15"",""1"""
"T427908",215,70,15,1,"""T427908"",""215"",""70"",""15"",""1"""
"T427909",185,65,15,1,"""T427909"",""185"",""65"",""15"",""1"""
"T427910",195,65,15,1,"""T427910"",""195"",""65"",""15"",""1"""
"T427911",205,65,15,1,"""T427911"",""205"",""65"",""15"",""1"""
"T427912",215,65,16,1,"""T427912"",""215"",""65"",""16"",""1"""
"T427913",235,65,16,1,"""T427913"",""235"",""65"",""16"",""1"""
"T427914",235,65,17,1,"""T427914"",""235"",""65"",""17"",""1"""
"T427915",195,60,15,1,"""T427915"",""195"",""60"",""15"",""1"""
"T427916",205,60,16,1,"""T427916"",""205"",""60"",""16"",""1"""
"T427917",215,60,16,1,"""T427917"",""215"",""60"",""16"",""1"""
"T427918",215,60,17,1,"""T427918"",""215"",""60"",""17"",""1"""
"T427919",225,60,16,1,"""T427919"",""225"",""60"",""16"",""1"""
"T427920",225,60,17,1,"""T427920"",""225"",""60"",""17"",""1"""
"T427921",235,60,16,1,"""T427921"",""235"",""60"",""16"",""1"""
"T427922",205,55,16,1,"""T427922"",""205"",""55"",""16"",""1"""
"T427923",215,55,16,1,"""T427923"",""215"",""55"",""16"",""1"""
"T427924",215,55,17,1,"""T427924"",""215"",""55"",""17"",""1"""
"T427925",225,55,16,1,"""T427925"",""225"",""55"",""16"",""1"""
"T427926",225,55,17,1,"""T427926"",""225"",""55"",""17"",""1"""
"T427927",235,55,17,1,"""T427927"",""235"",""55"",""17"",""1"""
"T427928",205,50,16,1,"""T427928"",""205"",""50"",""16"",""1"""
"T427929",205,50,17,1,"""T427929"",""205"",""50"",""17"",""1"""
"T427930",215,50,17,1,"""T427930"",""215"",""50"",""17"",""1"""
"T427931",225,50,17,1,"""T427931"",""225"",""50"",""17"",""1"""
"T427932",225,45,17,1,"""T427932"",""225"",""45"",""17"",""1"""
"T441636",205,70,15,1,"""T441636"",""205"",""70"",""15"",""1"""
"T441622",215,70,15,1,"""T441622"",""215"",""70"",""15"",""1"""
"T441623",155,65,14,1,"""T441623"",""155"",""65"",""14"",""1"""
"T441637",175,65,14,1,"""T441637"",""175"",""65"",""14"",""1"""
"T441446",185,65,14,1,"""T441446"",""185"",""65"",""14"",""1"""
"T441642",185,65,15,1,"""T441642"",""185"",""65"",""15"",""1"""
"T441644",195,65,15,1,"""T441644"",""195"",""65"",""15"",""1"""
"T441647",205,65,15,1,"""T441647"",""205"",""65"",""15"",""1"""
"T441648",215,65,15,1,"""T441648"",""215"",""65"",""15"",""1"""
"T441649",185,60,15,1,"""T441649"",""185"",""60"",""15"",""1"""
"T441650",195,60,15,1,"""T441650"",""195"",""60"",""15"",""1"""
"T441449",205,60,15,1,"""T441449"",""205"",""60"",""15"",""1"""
"T441618",205,60,16,1,"""T441618"",""205"",""60"",""16"",""1"""
"T441652",215,60,16,1,"""T441652"",""215"",""60"",""16"",""1"""
"T441624",225,60,16,1,"""T441624"",""225"",""60"",""16"",""1"""
"T441617",225,60,16,1,"""T441617"",""225"",""60"",""16"",""1"""
"T441627",235,60,16,1,"""T441627"",""235"",""60"",""16"",""1"""
"T441448",185,55,15,1,"""T441448"",""185"",""55"",""15"",""1"""
"T441653",195,55,15,1,"""T441653"",""195"",""55"",""15"",""1"""
"T441452",195,55,16,1,"""T441452"",""195"",""55"",""16"",""1"""
"T441611",195,55,16,1,"""T441611"",""195"",""55"",""16"",""1"""
"T441654",205,55,16,1,"""T441654"",""205"",""55"",""16"",""1"""
"T441616",205,55,16,1,"""T441616"",""205"",""55"",""16"",""1"""
"T427904",205,55,16,1,"""T427904"",""205"",""55"",""16"",""1"""
"T441656",215,55,16,1,"""T441656"",""215"",""55"",""16"",""1"""
"T441625",215,55,16,1,"""T441625"",""215"",""55"",""16"",""1"""
"T441456",215,55,17,1,"""T441456"",""215"",""55"",""17"",""1"""
"T441657",225,55,16,1,"""T441657"",""225"",""55"",""16"",""1"""
"T441626",225,55,16,1,"""T441626"",""225"",""55"",""16"",""1"""
"T441457",225,55,17,1,"""T441457"",""225"",""55"",""17"",""1"""
"T441658",235,55,17,1,"""T441658"",""235"",""55"",""17"",""1"""
"T441447",195,50,15,1,"""T441447"",""195"",""50"",""15"",""1"""
"T441450",205,50,16,1,"""T441450"",""205"",""50"",""16"",""1"""
"T441455",205,50,17,1,"""T441455"",""205"",""50"",""17"",""1"""
"T441789",205,50,17,1,"""T441789"",""205"",""50"",""17"",""1"""
"T441453",215,50,17,1,"""T441453"",""215"",""50"",""17"",""1"""
"T427905",225,50,16,1,"""T427905"",""225"",""50"",""16"",""1"""
"T441628",225,50,17,1,"""T441628"",""225"",""50"",""17"",""1"""
"T441615",225,50,17,1,"""T441615"",""225"",""50"",""17"",""1"""
"T441613",235,50,18,1,"""T441613"",""235"",""50"",""18"",""1"""
"T427797",245,50,18,1,"""T427797"",""245"",""50"",""18"",""1"""
"T427664",245,50,18,1,"""T427664"",""245"",""50"",""18"",""1"""
"T441659",215,45,17,1,"""T441659"",""215"",""45"",""17"",""1"""
"T441629",225,45,17,1,"""T441629"",""225"",""45"",""17"",""1"""
"T441660",225,45,17,1,"""T441660"",""225"",""45"",""17"",""1"""
"T441609",225,45,17,1,"""T441609"",""225"",""45"",""17"",""1"""
"T427800",225,45,18,1,"""T427800"",""225"",""45"",""18"",""1"""
"T441661",235,45,18,1,"""T441661"",""235"",""45"",""18"",""1"""
"T441662",235,45,18,1,"""T441662"",""235"",""45"",""18"",""1"""
"T441454",245,45,18,1,"""T441454"",""245"",""45"",""18"",""1"""
"T441612",245,45,18,1,"""T441612"",""245"",""45"",""18"",""1"""
"T441458",225,40,18,1,"""T441458"",""225"",""40"",""18"",""1"""
"T441663",235,40,18,1,"""T441663"",""235"",""40"",""18"",""1"""
"T441459",245,40,18,1,"""T441459"",""245"",""40"",""18"",""1"""
"T427788",255,40,19,1,"""T427788"",""255"",""40"",""19"",""1"""
"T441620",235,35,19,1,"""T441620"",""235"",""35"",""19"",""1"""
"T441321",255,35,20,1,"""T441321"",""255"",""35"",""20"",""1"""
"T441515",235,75,15,1,"""T441515"",""235"",""75"",""15"",""1"""
"T441516",215,70,16,1,"""T441516"",""215"",""70"",""16"",""1"""
"T441517",225,70,16,1,"""T441517"",""225"",""70"",""16"",""1"""
"T441518",235,70,16,1,"""T441518"",""235"",""70"",""16"",""1"""
"T441519",245,70,16,1,"""T441519"",""245"",""70"",""16"",""1"""
"T441520",265,70,16,1,"""T441520"",""265"",""70"",""16"",""1"""
"T441521",215,65,16,1,"""T441521"",""215"",""65"",""16"",""1"""
"T441522",225,65,17,1,"""T441522"",""225"",""65"",""17"",""1"""
"T441523",235,65,17,1,"""T441523"",""235"",""65"",""17"",""1"""
"T441524",245,65,17,1,"""T441524"",""245"",""65"",""17"",""1"""
"T441525",255,65,16,1,"""T441525"",""255"",""65"",""16"",""1"""
"T441526",255,65,17,1,"""T441526"",""255"",""65"",""17"",""1"""
"T441527",265,65,17,1,"""T441527"",""265"",""65"",""17"",""1"""
"T441528",215,60,17,1,"""T441528"",""215"",""60"",""17"",""1"""
"T441529",225,60,17,1,"""T441529"",""225"",""60"",""17"",""1"""
"T427741",235,60,17,1,"""T427741"",""235"",""60"",""17"",""1"""
"T441530",235,60,18,1,"""T441530"",""235"",""60"",""18"",""1"""
"T441531",255,60,18,1,"""T441531"",""255"",""60"",""18"",""1"""
"T441603",265,60,18,1,"""T441603"",""265"",""60"",""18"",""1"""
"T427795",225,55,18,1,"""T427795"",""225"",""55"",""18"",""1"""
"T441605",235,55,18,1,"""T441605"",""235"",""55"",""18"",""1"""
"T441532",255,55,18,1,"""T441532"",""255"",""55"",""18"",""1"""
"T441533",255,55,19,1,"""T441533"",""255"",""55"",""19"",""1"""
"T441534",255,50,19,1,"""T441534"",""255"",""50"",""19"",""1"""
"T441535",255,50,19,1,"""T441535"",""255"",""50"",""19"",""1"""
"T427686",265,45,21,1,"""T427686"",""265"",""45"",""21"",""1"""
"T441536",275,40,20,1,"""T441536"",""275"",""40"",""20"",""1"""
"T441537",295,30,22,1,"""T441537"",""295"",""30"",""22"",""1"""
"T441495",225,60,16,1,"""T441495"",""225"",""60"",""16"",""1"""
"T441504",225,60,17,1,"""T441504"",""225"",""60"",""17"",""1"""
"T441496",235,60,16,1,"""T441496"",""235"",""60"",""16"",""1"""
"T441492",205,55,16,1,"""T441492"",""205"",""55"",""16"",""1"""
"T427679",205,55,16,1,"""T427679"",""205"",""55"",""16"",""1"""
"T441493",215,55,16,1,"""T441493"",""215"",""55"",""16"",""1"""
"T441494",225,55,16,1,"""T441494"",""225"",""55"",""16"",""1"""
"T441502",225,55,17,1,"""T441502"",""225"",""55"",""17"",""1"""
"T441503",235,55,17,1,"""T441503"",""235"",""55"",""17"",""1"""
"T441490",205,50,16,1,"""T441490"",""205"",""50"",""16"",""1"""
"T441500",205,50,17,1,"""T441500"",""205"",""50"",""17"",""1"""
"T441491",225,50,16,1,"""T441491"",""225"",""50"",""16"",""1"""
"T441501",225,50,17,1,"""T441501"",""225"",""50"",""17"",""1"""
"T427681",225,50,17,1,"""T427681"",""225"",""50"",""17"",""1"""
"T441509",235,50,18,1,"""T441509"",""235"",""50"",""18"",""1"""
"T441497",215,45,17,1,"""T441497"",""215"",""45"",""17"",""1"""
"T441498",225,45,17,1,"""T441498"",""225"",""45"",""17"",""1"""
"T427683",225,45,17,1,"""T427683"",""225"",""45"",""17"",""1"""
"T441499",235,45,17,1,"""T441499"",""235"",""45"",""17"",""1"""
"T441507",245,45,18,1,"""T441507"",""245"",""45"",""18"",""1"""
"T441508",255,45,18,1,"""T441508"",""255"",""45"",""18"",""1"""
"T441512",215,40,17,1,"""T441512"",""215"",""40"",""17"",""1"""
"T441505",225,40,18,1,"""T441505"",""225"",""40"",""18"",""1"""
"T441506",235,40,18,1,"""T441506"",""235"",""40"",""18"",""1"""
"T441510",235,35,19,1,"""T441510"",""235"",""35"",""19"",""1"""
"T441511",255,35,20,1,"""T441511"",""255"",""35"",""20"",""1"""
"T427704",235,65,17,1,"""T427704"",""235"",""65"",""17"",""1"""
"T427705",235,60,18,1,"""T427705"",""235"",""60"",""18"",""1"""
"T427706",255,60,18,1,"""T427706"",""255"",""60"",""18"",""1"""
"T427707",235,55,18,1,"""T427707"",""235"",""55"",""18"",""1"""
"T427708",255,55,18,1,"""T427708"",""255"",""55"",""18"",""1"""
"T427709",255,55,19,1,"""T427709"",""255"",""55"",""19"",""1"""
"T427710",255,50,19,1,"""T427710"",""255"",""50"",""19"",""1"""
"T427711",265,50,20,1,"""T427711"",""265"",""50"",""20"",""1"""
"T427712",235,45,19,1,"""T427712"",""235"",""45"",""19"",""1"""
"T427713",275,45,19,1,"""T427713"",""275"",""45"",""19"",""1"""
"T427714",275,45,20,1,"""T427714"",""275"",""45"",""20"",""1"""
"T427715",285,45,19,1,"""T427715"",""285"",""45"",""19"",""1"""
"T427716",275,40,20,1,"""T427716"",""275"",""40"",""20"",""1"""
"T427717",295,30,22,1,"""T427717"",""295"",""30"",""22"",""1"""
"T441920",175,65,14,1,"""T441920"",""175"",""65"",""14"",""1"""
"T441921",185,65,14,1,"""T441921"",""185"",""65"",""14"",""1"""
"T441922",185,65,15,1,"""T441922"",""185"",""65"",""15"",""1"""
"T441923",195,65,15,1,"""T441923"",""195"",""65"",""15"",""1"""
"T441925",205,65,15,1,"""T441925"",""205"",""65"",""15"",""1"""
"T441927",215,65,15,1,"""T441927"",""215"",""65"",""15"",""1"""
"T441929",185,60,14,1,"""T441929"",""185"",""60"",""14"",""1"""
"T441930",185,60,15,1,"""T441930"",""185"",""60"",""15"",""1"""
"T441931",195,60,15,1,"""T441931"",""195"",""60"",""15"",""1"""
"T441933",205,60,15,1,"""T441933"",""205"",""60"",""15"",""1"""
"T441935",205,60,16,1,"""T441935"",""205"",""60"",""16"",""1"""
"T441938",185,55,14,1,"""T441938"",""185"",""55"",""14"",""1"""
"T441939",185,55,15,1,"""T441939"",""185"",""55"",""15"",""1"""
"T441941",195,55,15,1,"""T441941"",""195"",""55"",""15"",""1"""
"T441943",195,55,16,1,"""T441943"",""195"",""55"",""16"",""1"""
"T441945",205,55,16,1,"""T441945"",""205"",""55"",""16"",""1"""
"T441947",215,55,16,1,"""T441947"",""215"",""55"",""16"",""1"""
"T441924",195,65,15,1,"""T441924"",""195"",""65"",""15"",""1"""
"T441926",205,65,15,1,"""T441926"",""205"",""65"",""15"",""1"""
"T441928",215,65,16,1,"""T441928"",""215"",""65"",""16"",""1"""
"T441932",195,60,15,1,"""T441932"",""195"",""60"",""15"",""1"""
"T441934",205,60,15,1,"""T441934"",""205"",""60"",""15"",""1"""
"T441936",205,60,16,1,"""T441936"",""205"",""60"",""16"",""1"""
"T441998",215,60,16,1,"""T441998"",""215"",""60"",""16"",""1"""
"T441937",225,60,16,1,"""T441937"",""225"",""60"",""16"",""1"""
"T441940",185,55,15,1,"""T441940"",""185"",""55"",""15"",""1"""
"T441942",195,55,15,1,"""T441942"",""195"",""55"",""15"",""1"""
"T441944",205,55,15,1,"""T441944"",""205"",""55"",""15"",""1"""
"T441946",205,55,16,1,"""T441946"",""205"",""55"",""16"",""1"""
"T441948",215,55,16,1,"""T441948"",""215"",""55"",""16"",""1"""
"T441949",225,55,16,1,"""T441949"",""225"",""55"",""16"",""1"""
