"make","model","trim","year start","year end","bp","hub","offset","thread","thread","suggested tire size","suggested tire size","with"
,,,,,,,,,,"plus-22","235/30-22",
"NISSAN","TITAN","XE",2004,2009,"6x139.7",77.8,"MID","12X1.5","NUT","oe-17","245/75-17","2wd,4wd"
,,,,,,,,,,"oe-18","265/70-18",
,,,,,,,,,,"oe-20","275/60-20",
,,,,,,,,,,"plus-20","305/50-20",
,,,,,,,,,,"plus-22","305/45-22",
,,,,,,,,,,"plus-24","305/35-24",
"NISSAN","TITAN","SE",2004,2009,"6x139.7",77.8,"MID","12X1.5","NUT","oe-17","245/75-17","2wd,4wd"
,,,,,,,,,,"oe-18","265/70-18",
,,,,,,,,,,"oe-20","275/60-20",
,,,,,,,,,,"plus-20","305/50-20",
,,,,,,,,,,"plus-22","305/45-22",
,,,,,,,,,,"plus-24","305/35-24",
"NISSAN","TITAN","LE",2004,2009,"6x139.7",77.8,"MID","12X1.5","NUT","oe-17","245/75-17","2wd,4wd"
,,,,,,,,,,"oe-18","265/70-18",
,,,,,,,,,,"oe-20","275/60-20",
,,,,,,,,,,"plus-20","305/50-20",
,,,,,,,,,,"plus-22","305/45-22",
,,,,,,,,,,"plus-24","305/35-24",
"NISSAN","TITAN","XE",2004,2007,"6x139.7",77.8,"MID","12X1.5","NUT","oe-17","285/70-17","2wd,4wd offroad package"
,,,,,,,,,,"plus-18","285/65-18",
,,,,,,,,,,"plus-20","285/55-20",
"NISSAN","TITAN","SE",2004,2007,"6x139.7",77.8,"MID","12X1.5","NUT","oe-17","285/70-17","2wd,4wd offroad package"
,,,,,,,,,,"plus-18","285/65-18",
,,,,,,,,,,"plus-20","285/55-20",
"NISSAN","TITAN","LE",2004,2007,"6x139.7",77.8,"MID","12X1.5","NUT","oe-17","285/70-17","2wd,4wd offroad package"
,,,,,,,,,,"plus-18","285/65-18",
,,,,,,,,,,"plus-20","285/55-20",
"NISSAN","TITAN","PRO 4X",2008,2009,"6x139.7",77.8,"MID","12X1.5","NUT","oe-18","275/70-18",
,,,,,,,,,,"plus-20","275/60-20",
,,,,,,,,,,"plus-22","285/50-22",
"NISSAN","XTERRA","BASE",2000,2004,"6x139.7",100,"MID","12X1.5","NUT","oe-15","265/70-15","2wd,4wd"
,,,,,,,,,,"oe-16","235/70-16",
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"plus-17","275/60-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"NISSAN","XTERRA","BASE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-15","265/70-15","2wd,4wd"
,,,,,,,,,,"oe-16","265/70-16",
,,,,,,,,,,"oe-17","265/65-17",
,,,,,,,,,,"plus-18","265/60-18",
,,,,,,,,,,"plus-20","265/50-20",
"NISSAN","XTERRA","OFF ROAD PACKAGE",2005,2009,"6x114.3",66.1,"MID","12X1.5","NUT","oe-16","265/75-16","4wd offroaf package"
,,,,,,,,,,"plus-17","265/70-17",
,,,,,,,,,,"plus-18","265/65-18",
"OLDSMOBILE","ALERO","BASE",1999,2004,"5x115",70.3,"HIGH","12X1.5","NUT","oe-15","215/60-15",
,,,,,,,,,,"oe-16","225/50-16",
,,,,,,,,,,"plus-17","225/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
"OLDSMOBILE","AURORA","BASE",1995,2009,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","235/60-16",
,,,,,,,,,,"oe-17","235/55-17",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
"OLDSMOBILE","AURORA","BASE",2000,2003,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","235/55-17",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
"OLDSMOBILE","INTRIGUE","BASE",1998,2003,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
"OLDSMOBILE","BRAVADA","BASE",2002,2004,"6x127",78.3,"HIGH","12X1.5","NUT","oe-17","255/60-17",
,,,,,,,,,,"oe-17","245/65-17",
,,,,,,,,,,"plus-18","255/55-18",
,,,,,,,,,,"plus-19","255/50-19",
"OLDSMOBILE","SILHOUETTE","BASE",1994,2004,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"plus-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
"PLYMOUTH","ACCLAIM","BASE",1989,1995,"5x100",57,"HIGH","12X1.5","NUT","oe-14","185/70-14",
,,,,,,,,,,"plus-15","195/60-15",
,,,,,,,,,,"plus-16","205/50-16",
,,,,,,,,,,"plus-17","205/45-17",
,,,,,,,,,,"plus-18","215/35-18",
"PLYMOUTH","BREEZE","BASE",1996,2000,"5x100",57,"HIGH","12X1.5","NUT","oe-14","195/70-14",
,,,,,,,,,,"plus-15","205/60-15",
,,,,,,,,,,"plus-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"PLYMOUTH","COLT","BASE",1986,1993,"4x100",57,"HIGH","12X1.5","NUT","oe-13","155/80-13",
,,,,,,,,,,"plus-14","185/60-14",
,,,,,,,,,,"plus-15","185/55-15",
"PLYMOUTH","HORIZON","BASE",1987,1990,"4x100",57,"HIGH","12X1.5","NUT","oe-13","165/80-13",
,,,,,,,,,,"plus-14","185/65-14",
,,,,,,,,,,"plus-15","195/55-15",
,,,,,,,,,,"plus-16","195/50-16",
,,,,,,,,,,"plus-17","205/40-17",
"PLYMOUTH","LASER","BASE",1989,1994,"4x100",67,"HIGH","12X1.5","NUT","oe-14","185/70-14",
,,,,,,,,,,"plus-15","195/60-15",
,,,,,,,,,,"plus-16","205/50-16",
,,,,,,,,,,"plus-17","205/45-17",
,,,,,,,,,,"plus-18","215/35-18",
"PLYMOUTH","LASER","TURBO",1989,1994,"4x100",67,"HIGH","12X1.5","NUT","oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"PLYMOUTH","NEON","BASE",1995,2000,"4x100",57.1,"HIGH","12X1.5","NUT","oe-14","175/70-14","could be 4lug or 5lug"
,,,,,,,,,,"oe-14","185/65-14",
,,,,,,,,,,"oe-15","185/60-15",
,,,,,,,,,,"oe-16","195/50-16",
,,,,,,,,,,"plus-17","215/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"PLYMOUTH","SUNDANCE","BASE",1984,1994,"5x100",57,"HIGH","12X1.5","NUT","oe-14","185/70-14",
,,,,,,,,,,"plus-15","195/60-15",
,,,,,,,,,,"plus-16","205/50-16",
,,,,,,,,,,"plus-17","205/45-17",
"PONTIAC","BONNEVILLE","BASE",1992,2005,"5x112",70.3,"HIGH","12X1.5","NUT","oe-15","215/65-15",
,,,,,,,,,,"oe-16","225/60-16",
,,,,,,,,,,"oe-17","235/55-17",
,,,,,,,,,,"oe-18","235/60-18",
,,,,,,,,,,"plus-17","215/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"PONTIAC","FIREBIRD","BASE",1968,1970,"5x120.7",70.3,"LOW","7/16""","NUT","*BPOE- 14","e78-14","*BPOE - BIAS PLY OE"
,,,,,,,,,,"*BPOE- 14","f70-14",
,,,,,,,,,,"plus-16","225/55/16",
,,,,,,,,,,"plus-17","225/50-17",
,,,,,,,,,,"plus-18","225/45-18",
"PONTIAC","FIREBIRD","BASE",1971,1981,"5x120.7",70.3,"LOW","7/16""","NUT","*BPOE- 14","e78-14","*BPOE - BIAS PLY OE"
,,,,,,,,,,"*BPOE- 14","f78-14",
,,,,,,,,,,"*BPOE- 14","f70-14",
,,,,,,,,,,"plus-14","205/75-14",
,,,,,,,,,,"plus-14","225/70-14",
,,,,,,,,,,"plus-15","225/70-15",
,,,,,,,,,,"plus-15","235/60-15",
,,,,,,,,,,"plus-16","235/55-16",
,,,,,,,,,,"plus-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
"PONTIAC","FIREBIRD","BASE",1982,1992,"5x120.7",70.3,"LOW","12x1.5","NUT","oe-14","195/75-14",
,,,,,,,,,,"oe-14","205/70-14",
,,,,,,,,,,"oe-15","215/65-15",
,,,,,,,,,,"oe-15","235/60-15",
,,,,,,,,,,"oe-16","245/50-16",
,,,,,,,,,,"oe-16","235/55-16",
,,,,,,,,,,"plus-17","245/45-17",
,,,,,,,,,,"plus-18","245/40-18",
,,,,,,,,,,"plus-19","245/35-19",
"PONTIAC","FIREBIRD","BASE",1993,2002,"5x120.7",70.3,"LOW","12x1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-16","235/55-16",
,,,,,,,,,,"oe-16","245/50-16",
,,,,,,,,,,"oe-17","275/40-17",
,,,,,,,,,,"plus-18","235/45-18",
,,,,,,,,,,"plus-18","245/40-18",
"PONTIAC","G3","BASE",2009,2009,"4x100",56.6,"HIGH","12X1.5","NUT","oe-14","185/60-14",
,,,,,,,,,,"oe-15","185/55-15",
,,,,,,,,,,"plus-15","195/50-15",
,,,,,,,,,,"plus-16","205/40-16",
,,,,,,,,,,"plus-17","205/40-17",
"PONTIAC","G5","BASE",2007,2009,"4x100",57.1,"HIGH","12X1.5","NUT","oe-15","195/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"PONTIAC","G5","GT",2007,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-17","205/55-17",
,,,,,,,,,,"plus-18","215/45-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"PONTIAC","G6","BASE",2005,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","225/50-17",
,,,,,,,,,,"oe-18","225/50-18",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"PONTIAC","G6","GT",2005,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","225/50-17",
,,,,,,,,,,"oe-18","225/50-18",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"PONTIAC","G6","GTP",2005,2007,"5x110",65.1,"HIGH","12X1.5","NUT","oe-18","225/50-18",
,,,,,,,,,,"plus-19","225/45-19",
"PONTIAC","G6","GXP",2008,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-18","225/50-18",
,,,,,,,,,,"plus-19","225/45-19",
"PONTIAC","G8","BASE",2008,2009,"5x120",69.5,"HIGH","14X1.5","NUT","oe-18","245/45-18",
,,,,,,,,,,"oe-19","245/40-19",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"*plus-19","275/35-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"*plus-20","275/30-20",
"PONTIAC","G8","GT",2008,2009,"5x120",69.5,"HIGH","14X1.5","NUT","oe-18","245/45-18",
,,,,,,,,,,"oe-19","245/40-19",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"*plus-19","275/35-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"*plus-20","275/30-20",
"PONTIAC","G8","GXP",2009,2009,"5x120",69.5,"HIGH","14X1.5","NUT","oe-19","245/40-19",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"*plus-19","275/35-19",
,,,,,,,,,,"plus-20","245/35-20",
,,,,,,,,,,"*plus-20","275/30-20",
"PONTIAC","GRAND AM","BASE",1992,1998,"5x100",57.1,"HIGH","12X1.5","NUT","oe-14","195/70-14",
,,,,,,,,,,"oe-15","195/65-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"plus-17","225/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"PONTIAC","GRAND AM","BASE",1999,2005,"5x115",70.3,"HIGH","12X1.5","NUT","oe-15","205/65-15",
,,,,,,,,,,"oe-15","215/60-15",
,,,,,,,,,,"oe-16","225/50-16",
,,,,,,,,,,"plus-17","225/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"PONTIAC","GRAND PRIX","BASE",1997,2003,"5x115",70.3,"HIGH","12X1.5","NUT","oe-15","205/70-15",
,,,,,,,,,,"oe-16","225/60-16",
,,,,,,,,,,"plus-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","235/45-18",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"PONTIAC","GRAND PRIX","BASE",2004,2008,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"PONTIAC","GRAND PRIX","SEDAN",2004,2008,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"PONTIAC","GRAND PRIX","GT",2004,2008,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"oe-17","225/55-17",
,,,,,,,,,,"plus-17","245/50-17",
,,,,,,,,,,"plus-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"PONTIAC","GRAND PRIX","GXP",2006,2008,"5x115",70.3,"HIGH","12X1.5","NUT","f-oe-18","255/45-18",
,,,,,,,,,,"r-oe-18","225/50-18",
"PONTIAC","GTO","BASE",1964,1967,"5x120.7",70.3,"LOW","7/16""","NUT","*BPOE- 14","750-14","*BPOE - BIAS PLY OE"
,,,,,,,,,,"*BPOE- 14","775-14",
,,,,,,,,,,"*BPOE- 14","f70-14",
,,,,,,,,,,"plus-14","215/75-14",
,,,,,,,,,,"plus-15","215/70-15",
,,,,,,,,,,"plus-16","215/65-16",
,,,,,,,,,,"plus-17","215/60-17",
"PONTIAC","GTO","BASE",1968,1971,"5x120.7",70.3,"LOW","7/16""","NUT","*BPOE- 14","g70-14","*BPOE - BIAS PLY OE"
,,,,,,,,,,"plus-14","225/70-14",
,,,,,,,,,,"plus-15","225/65-15",
,,,,,,,,,,"plus-16","225/60-16",
,,,,,,,,,,"plus-17","225/55-17",
"PONTIAC","GTO","BASE",2004,2006,"5x120",69.5,"HIGH","12X1.5","NUT","oe-17","245/45-17",
,,,,,,,,,,"oe-18","235/40-18",
,,,,,,,,,,"plus-18","245/40-18",
,,,,,,,,,,"*plus-18","275/35-18",
,,,,,,,,,,"plus-19","245/35-19",
,,,,,,,,,,"*plus-19","275/30-19",
"PONTIAC","SOLSTICE","BASE",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
"PONTIAC","SUNFIRE","BASE",1995,2004,"5x100",57.1,"HIGH","12X1.5","NUT","oe-14","195/70-14",
,,,,,,,,,,"oe-15","195/65-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
"PONTIAC","VIBE","BASE",2003,2008,"5x100",54.1,"HIGH","12X1.5","NUT","oe-16","205/55-16","awd"
,,,,,,,,,,"oe-17","215/50-17",
,,,,,,,,,,"plus-18","215/45-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"PONTIAC","VIBE","GT",2003,2008,"5x100",54.1,"HIGH","12X1.5","NUT","oe-16","205/55-16",
,,,,,,,,,,"oe-17","215/50-17",
,,,,,,,,,,"plus-18","215/45-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"PONTIAC","VIBE","1.8L",2009,2009,"5x100",54.1,"HIGH","12X1.5","NUT","oe-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","215/45-18",
,,,,,,,,,,"plus-19","235-35-19",
,,,,,,,,,,"plus-20","235-30-20",
"PONTIAC","VIBE","2.4L",2009,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-16","205/55-16","awd"
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/45-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"plus-20","235/30-20",
"PONTIAC","VIBE","GT",2009,2009,"5x114.3",60.1,"HIGH","12X1.5","NUT","oe-18","215/45-18",
,,,,,,,,,,"plus-19","235/35-19",
,,,,,,,,,,"plus-20","235-30-20",
"PONTIAC","AZTEK","BASE",2001,2005,"5x115",70.3,"HIGH","12X1.5","NUT","oe-15","215/70-15",
,,,,,,,,,,"oe-16","215/65-16",
,,,,,,,,,,"oe-16","215/70-16",
,,,,,,,,,,"oe-17","225/60-17",
,,,,,,,,,,"oe-17","235/55-17",
,,,,,,,,,,"plus-18","235/50-18",
"PONTIAC","MONTANA","BASE",1999,2004,"5x115",70.3,"HIGH","12X1.5","NUT","oe-15","215/70-15",
,,,,,,,,,,"oe-16","225/60-16",
,,,,,,,,,,"plus-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
"PONTIAC","MONTANA","BASE",2005,2005,"5x115",70.3,"HIGH","12X1.5","NUT","oe-15","215/70-15",
,,,,,,,,,,"oe-16","225/60-16",
,,,,,,,,,,"plus-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
"PONTIAC","MONTANA","SV6",2006,2006,"6x115",70.3,"HIGH","12X1.5","NUT","oe-17","225/60-17",
,,,,,,,,,,"plus-18","225/55-18",
"PONTIAC","PRESTIGE","BASE",2008,2009,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","225/60-16",
,,,,,,,,,,"plus-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
"PONTIAC","TORRENT","BASE",2006,2009,"5x115",70.3,"HIGH","12X1.5","NUT","oe-16","235/65-16","fwd,awd"
,,,,,,,,,,"oe-17","235/60-17",
,,,,,,,,,,"oe-18","235/50-18",
,,,,,,,,,,"plus-20","245/40-20",
"PORSCHE",911,"BASE",2005,2009,"5x130",71.5,"S/O","14X1.5","BOLT","f-oe-18","235/40-18","special offset  45-52"
,,,,,,,,,,"r-oe-18","265/40-18",
,,,,,,,,,,"f-oe-18","235/40-18",
,,,,,,,,,,"r-oe-18","295/35-18",
,,,,,,,,,,"f-oe-19","235/35-19",
,,,,,,,,,,"r-oe-19","265/35-19",
,,,,,,,,,,"f-oe-19","235/35-19",
,,,,,,,,,,"r-oe-19","295/30-19",
,,,,,,,,,,"f-oe-19","235/35-19",
,,,,,,,,,,"r-oe-19","305/30-19",
"PORSCHE","BOXSTER","BASE",2005,2009,"5x130",71.5,"S/O","14X1.5","BOLT","f-oe-17","205/55-17","special offset  45-52"
,,,,,,,,,,"r-oe-17","235/50-17",
,,,,,,,,,,"f-oe-18","235/40-18",
,,,,,,,,,,"r-oe-18","265/40-18",
,,,,,,,,,,"f-oe-19","235/35-19",
,,,,,,,,,,"r-oe-19","265-35-19",
"PORSCHE","CAYMAN","BASE",2006,2009,"5x130",71.5,"S/O","14X1.5","BOLT","f-oe-17","205/55-17","special offset  45-52"
,,,,,,,,,,"r-oe-17","235/50-17",
,,,,,,,,,,"f-oe-18","235/40-18",
,,,,,,,,,,"r-oe-18","265/40-18",
,,,,,,,,,,"f-oe-19","235/35-19",
,,,,,,,,,,"r-oe-19","265/35-19",
"PORSCHE","CAYENNE","BASE",2004,2009,"5x130",71.5,"S/O","14X1.5","BOLT","oe-17","235-65-17","special offset  45-52"
,,,,,,,,,,"oe-18","255/55-18",
,,,,,,,,,,"oe-19","275/45-19",
,,,,,,,,,,"oe-20","275/40-20",
,,,,,,,,,,"oe-21","295/35-21",
"SAAB","9.2X AWD","BASE",2005,2006,"5x100",56.1,"HIGH+","12X1.5","NUT","oe-16","205/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
"SAAB",9.3,"BASE",1999,2001,"5x110",65.1,"HIGH","12X1.5","NUT","oe-15","195/60-15",
,,,,,,,,,,"oe-16","205/50-16",
,,,,,,,,,,"plus-17","205/45-17",
,,,,,,,,,,"plus-18","215/35-18",
"SAAB",9.3,,2002,2007,"5x110",65.1,"HIGH","12X1.5","NUT","oe-15","215/55-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-16","215/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"oe-17","225/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
"SAAB",9.3,"SEDAN",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/55-16",
,,,,,,,,,,"oe-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
"SAAB",9.3,"WAGON",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/55-16",
,,,,,,,,,,"oe-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
"SAAB",9.3,"CONVERTIBLE",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/55-16",
,,,,,,,,,,"oe-17","235/45-17",
,,,,,,,,,,"plus-18","235/40-18",
,,,,,,,,,,"plus-19","235/35-19",
"SAAB",9.3,"XWD",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
,,,,,,,,,,"plus-19","235/40-19",
"SAAB",9.3,"AERO",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
,,,,,,,,,,"plus-19","235/40-19",
"SAAB",9.3,"SEDAN",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-17","235/50-17",
,,,,,,,,,,"plus-18","235/45-18",
,,,,,,,,,,"plus-19","235/40-19",
"SAAB",9.3,"TURBO X",2006,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-18","235/45-18",
,,,,,,,,,,"plus-19","235/40-19",
"SAAB",9.4,"BASE",1993,1998,"5x110",65.1,"HIGH","12X1.5","NUT","oe-15","215/55-15",
,,,,,,,,,,"plus-16","205/55-16",
,,,,,,,,,,"plus-17","215/45-17",
,,,,,,,,,,"plus-18","225/40-18",
"SAAB",9.5,"SEDAN",1999,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/55-16",
,,,,,,,,,,"oe-17","225/45-17",
,,,,,,,,,,"oe-17","235/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
"SAAB",9.5,"SPORTCOMBI",1999,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/55-16",
,,,,,,,,,,"oe-17","225/45-17",
,,,,,,,,,,"oe-17","235/45-17",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
"SAAB","9.7X","BASE",2005,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-18","255/55-18",
,,,,,,,,,,"oe-20","255/50-20",
,,,,,,,,,,"plus-22","265/40-22",
"SATURN","ASTRA","BASE",2008,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","205/55-16",
,,,,,,,,,,"oe-17","225/45-17",
,,,,,,,,,,"oe-18","215/45-18",
,,,,,,,,,,"plus-18","225/40-18",
,,,,,,,,,,"plus-19","225/35-19",
,,,,,,,,,,"plus-20","225/30-20",
"SATURN","AURA","XE",2007,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-17","215/55-17",
,,,,,,,,,,"oe-17","225/50-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"SATURN","AURA","XR",2007,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-17","215/55-17",
,,,,,,,,,,"oe-17","225/50-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"SATURN","AURA","XR V6",2007,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-18","225/50-18",
,,,,,,,,,,"plus-19","225/45-19",
,,,,,,,,,,"plus-20","235/35-20",
"SATURN","AURA","HYBRID",2008,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-16","215/60-16",
,,,,,,,,,,"oe-17","215/55-17",
,,,,,,,,,,"plus-18","225/45-18",
,,,,,,,,,,"plus-19","225/40-19",
,,,,,,,,,,"plus-20","225/35-20",
"SATURN","ION","ION-2",2003,2007,"4x100",57.1,"HIGH","12X1.5","NUT","oe-14","185/70-14",
,,,,,,,,,,"oe-15","195/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"SATURN","ION","ION-3",2003,2007,"4x100",57.1,"HIGH","12X1.5","NUT","oe-14","185/70-14",
,,,,,,,,,,"oe-15","195/60-15",
,,,,,,,,,,"oe-16","205/55-16",
,,,,,,,,,,"oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"SATURN","ION","REDLINE",2005,2007,"5x110",65.1,"HIGH","12X1.5","NUT","oe-17","215/45-17",
,,,,,,,,,,"plus-18","215/40-18",
,,,,,,,,,,"plus-19","215/35-19",
"SATURN","L-SERIES","BASE",2000,2005,"5x110",65.1,"HIGH","12X1.5","BOLT","oe-15","195/65-15",
,,,,,,,,,,"oe-15","205/65-15",
,,,,,,,,,,"oe-16","215/55-16",
,,,,,,,,,,"plus-17","215/50-17",
,,,,,,,,,,"plus-18","215/45-18",
"SATURN","SC SERIES","BASE",1991,2002,"4x100",57.1,"HIGH","12X1.5","NUT","oe-14","175/70-14",
,,,,,,,,,,"oe-14","185/65-14",
,,,,,,,,,,"oe-15","185/65-15",
,,,,,,,,,,"oe-15","195/60-15",
,,,,,,,,,,"plus-16","205/50-16",
,,,,,,,,,,"plus-17","215/40-17",
,,,,,,,,,,"plus-18","215/35-18",
"SATURN","SKY","BASE",2007,2009,"5x110",65.1,"HIGH","12X1.5","NUT","oe-18","245/45-18",
,,,,,,,,,,"plus-19","245/40-19",
,,,,,,,,,,"plus-20","245/35-20",
